17/02/2021/12:08 SW ver:OXY10v3_33
Header Ch-2
Description: F1 FR
IDENTIFICATION
PHIboard number   : v1214376
PM number         : 00000000
Serial number     : OXY-10-09-035       
MUX channel       : ON - 02

PARAMETERS
Signal LED current: 050
Ref LED current   : 077
Ref LED amplitude : 89169
Frequency         : 006
Sending interval  : 0001
Averaging         : 7
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.62 at 020.0°C amp 142800
100.00%a.s.phase 2: 27.68 at 020.0°C amp 065700
Date   (ddmmyy)   : 140217
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
17/02/2021;12:49:30;40,84;9,755;26,890;5421,000;20,000
17/02/2021;12:49:46;41,09;9,699;26,950;5419,000;20,000
17/02/2021;12:50:00;41,34;9,597;27,060;5426,000;20,000
17/02/2021;12:50:16;41,59;9,772;26,870;5411,000;20,000
17/02/2021;12:50:31;41,84;9,716;26,930;5424,000;20,000
17/02/2021;12:50:46;42,09;9,643;27,010;5407,000;20,000
17/02/2021;12:51:00;42,34;9,725;26,920;5421,000;20,000
17/02/2021;12:51:16;42,59;9,780;26,860;5422,000;20,000
17/02/2021;12:51:31;42,84;9,698;26,950;5427,000;20,000
17/02/2021;12:51:45;43,09;9,631;27,020;5425,000;20,000
17/02/2021;12:52:01;43,34;9,540;27,120;5413,000;20,000
17/02/2021;12:52:15;43,59;9,703;26,940;5410,000;20,000
17/02/2021;12:52:31;43,84;9,623;27,030;5422,000;20,000
17/02/2021;12:52:46;44,09;9,740;26,900;5418,000;20,000
17/02/2021;12:53:00;44,34;9,631;27,020;5404,000;20,000
17/02/2021;12:53:16;44,59;9,659;26,990;5421,000;20,000
17/02/2021;12:53:31;44,84;9,711;26,930;5418,000;20,000
17/02/2021;12:53:46;45,09;9,609;27,050;5410,000;20,000
17/02/2021;12:54:01;45,34;9,797;26,840;5401,000;20,000
17/02/2021;12:54:16;45,59;9,631;27,020;5418,000;20,000
17/02/2021;12:54:31;45,84;9,688;26,960;5405,000;20,000
17/02/2021;12:54:45;46,09;9,737;26,910;5408,000;20,000
17/02/2021;12:55:01;46,34;9,758;26,880;5419,000;20,000
17/02/2021;12:55:16;46,59;9,732;26,910;5400,000;20,000
17/02/2021;12:55:30;46,84;9,643;27,010;5423,000;20,000
17/02/2021;12:55:46;47,09;9,723;26,920;5419,000;20,000
17/02/2021;12:56:01;47,34;9,676;26,970;5407,000;20,000
17/02/2021;12:56:16;47,59;9,735;26,910;5409,000;20,000
17/02/2021;12:56:31;47,84;9,757;26,880;5405,000;20,000
17/02/2021;12:56:45;48,09;9,742;26,900;5423,000;20,000
17/02/2021;12:57:01;48,34;9,719;26,930;5413,000;20,000
17/02/2021;12:57:15;48,59;9,769;26,870;5412,000;20,000
17/02/2021;12:57:31;48,84;9,792;26,850;5417,000;20,000
17/02/2021;12:57:46;49,09;9,775;26,870;5408,000;20,000
17/02/2021;12:58:01;49,34;9,678;26,970;5406,000;20,000
17/02/2021;12:58:16;49,59;9,711;26,930;5396,000;20,000
17/02/2021;12:58:31;49,84;9,707;26,940;5410,000;20,000
17/02/2021;12:58:45;50,09;9,666;26,980;5404,000;20,000
17/02/2021;12:59:01;50,34;9,881;26,750;5406,000;20,000
17/02/2021;12:59:16;50,59;9,849;26,790;5401,000;20,000
17/02/2021;12:59:31;50,84;9,768;26,870;5397,000;20,000
17/02/2021;12:59:45;51,09;9,651;27,000;5400,000;20,000
17/02/2021;13:00:01;51,34;9,711;26,930;5398,000;20,000
17/02/2021;13:00:16;51,59;9,797;26,840;5408,000;20,000
17/02/2021;13:00:31;51,84;9,744;26,900;5397,000;20,000
17/02/2021;13:00:46;52,09;9,719;26,930;5399,000;20,000
17/02/2021;13:01:01;52,34;9,697;26,950;5391,000;20,000
17/02/2021;13:01:16;52,59;9,659;26,990;5391,000;20,000
17/02/2021;13:01:31;52,84;9,734;26,910;5402,000;20,000
17/02/2021;13:01:45;53,09;9,761;26,880;5390,000;20,000
17/02/2021;13:02:01;53,34;9,620;27,030;5389,000;20,000
17/02/2021;13:02:16;53,59;9,706;26,940;5394,000;20,000
17/02/2021;13:02:30;53,84;9,770;26,870;5404,000;20,000
17/02/2021;13:02:46;54,09;9,745;26,900;5396,000;20,000
17/02/2021;13:03:00;54,34;9,791;26,850;5397,000;20,000
17/02/2021;13:03:15;54,59;9,573;27,090;5396,000;20,000
17/02/2021;13:03:31;54,84;9,870;26,760;5402,000;20,000
17/02/2021;13:03:45;55,09;9,665;26,980;5402,000;20,000
17/02/2021;13:04:01;55,34;9,740;26,900;5411,000;20,000
17/02/2021;13:04:16;55,59;9,724;26,920;5402,000;20,000
