17/02/2021/12:08 SW ver:OXY10v3_33
Header Ch-1
Description: BLANC F1 FR
IDENTIFICATION
PHIboard number   : v1214375
PM number         : 00000000
Serial number     : OXY-10-09-035       
MUX channel       : ON - 01

PARAMETERS
Signal LED current: 050
Ref LED current   : 067
Ref LED amplitude : 90777
Frequency         : 006
Sending interval  : 0001
Averaging         : 9
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.62 at 020.0°C amp 133000
100.00%a.s.phase 2: 27.68 at 020.0°C amp 058500
Date   (ddmmyy)   : 140217
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
17/02/2021;12:37:00;28,34;9,331;27,360;3758,000;20,000
17/02/2021;12:37:14;28,59;9,444;27,230;3755,000;20,000
17/02/2021;12:37:29;28,84;9,490;27,180;3750,000;20,000
17/02/2021;12:37:45;29,09;9,631;27,020;3746,000;20,000
17/02/2021;12:38:00;29,34;9,426;27,250;3759,000;20,000
17/02/2021;12:38:15;29,59;9,583;27,070;3763,000;20,000
17/02/2021;12:38:29;29,84;9,472;27,200;3750,000;20,000
17/02/2021;12:38:45;30,09;9,492;27,170;3754,000;20,000
17/02/2021;12:39:00;30,34;9,280;27,420;3742,000;20,000
17/02/2021;12:39:15;30,59;9,469;27,200;3749,000;20,000
17/02/2021;12:39:29;30,84;9,504;27,160;3759,000;20,000
17/02/2021;12:39:45;31,09;9,415;27,260;3752,000;20,000
17/02/2021;12:39:59;31,34;9,444;27,230;3742,000;20,000
17/02/2021;12:40:15;31,59;9,435;27,240;3755,000;20,000
17/02/2021;12:40:30;31,84;9,467;27,200;3760,000;20,000
17/02/2021;12:40:45;32,09;9,411;27,270;3765,000;20,000
17/02/2021;12:41:00;32,34;9,569;27,090;3752,000;20,000
17/02/2021;12:41:14;32,59;9,287;27,410;3744,000;20,000
17/02/2021;12:41:30;32,84;9,598;27,060;3759,000;20,000
17/02/2021;12:41:45;33,09;9,573;27,090;3744,000;20,000
17/02/2021;12:42:00;33,34;9,364;27,320;3749,000;20,000
17/02/2021;12:42:15;33,59;9,420;27,260;3740,000;20,000
17/02/2021;12:42:30;33,84;9,390;27,290;3757,000;20,000
17/02/2021;12:42:45;34,09;9,354;27,330;3738,000;20,000
